205;19442;SUMIYATI;SIDOREJO, LENDAH;KULONPROGO;DK;408-703-8505
206;13265;SUYONO 1;NANGGULAN;KULONPROGO;DK;510-503-7169
207;15092;SUTRIS 1;SENTOLO;KULONPROGO;DK;317-722-5066
208;13230;KEMAT 3;NANGGULAN;KULONPROGO;DK;307-704-8713
209;15092;TUGIYAT;NANGGULAN;KULONPROGO;DK;703-235-3937
210;19558;ANTOK 6;NANGGULAN;KULONPROGO;DK;504-710-5840
211;14341;ANUGERAH KL;;;;
212;15321;MEKAR TANI PS;;;;
213;19442;PALAPA KL;;;;
214;19211;PT. MITRA UNGGAS MAKMUR - A3;;;;
215;19348;PT. MITRA UNGGAS MAKMUR - A5;;;;
216;18167;PT. MUSTIKA JAYA LESTARI GUNUNG KIDUL;;;;
217;13799;SARI PS;;;;
218;13212;BAROKAH KL;;;;
219;15205;BAROKAH KL;;;;
220;19192;BERKAH MANDIRI PS;;;;
221;13803;BUMI MATARAM;;;;
222;15167;CV. MORO REJEKI;;;;
223;17201;INDRASTA KK;;;;
224;1A222;MILIR PS;;;;
225;19044;PT. GANESHA SATRIA NUSANTARA;;;;
226;14819;PUTRI;;;;
227;11485;RAGIL JAYA KK;;;;
228;19484;RINDA AGUSTINI;;;;
229;13257;AAN SUMARNA PS;;;;
230;16089;CAHAYA AGUNG PS;;;;
231;19325;FATHUR FARM;;;;
232;17383;GANDHU PS;;;;
233;13265;GIMAN B KL;;;;
234;15092;IMELDA GUNAWAN;;;;
235;13231;LESTARI PS;;;;
236;13233;MANDIRI PS;;;;
237;16311;MERDEKA PS;;;;
238;1A223;MITA PS;;;;
239;15583;MITRA ABADI PS;;;;
240;19156;PT. METAFORA JAGAT RAYA UNIT JOGJA;;;;
241;19213;PT. MITRA UNGGAS MAKMUR - A1;;;;
242;19212;PT. MITRA UNGGAS MAKMUR - A4;;;;
243;18228;PT. MUSTIKA JAYA LESTARI KULONPROGO;;;;
244;17133;PT. SEKAWAN SINAR SURYA YOGYA;;;;
245;14057;RINI JAYA PS;;;;
246;13246;SEDJAHTERA PS;;;;
247;13230;SUJIYANTA;;;;
248;13290;WIRABUMI KL;;;;
249;1A250;AGRO PS-YOGYAKARTA;;;;
250;13210;ANDA PS;;;;
251;18739;ANUGRAH KL;;;;
252;13213;BASRI PS;;;;
253;13919;BOWO PS;;;;
254;14995;BUDIPO PS;;;;
255;13218;DONA PS;;;;
256;13219;EKA PUTRA PS;;;;
257;1A221;ENY PS;;;;
258;16149;HM PS;;;;
259;13223;IRAWAN TJANDRA PS;;;;
260;13225;JONO KK;;;;
261;13226;KAMAL MANDIRI PS;;;;
262;13241;SABAR PS;;;;
263;13242;SAMUDRA PS;;;;
264;13243;SANDRA PS;;;;
265;13249;SHINDA PS;;;;
266;13251;SURYOTOMO PS;;;;
267;13255;YUMAR PS;;;;
268;19307;PT. DAMAR BANDHA JAYA;;;;
269;1A224;MUDJI FARM;;;;
270;15220;RAFLI & DANU'S FARM;;;;
271;13258;ARUM MANIS FARM;;;;
272;11506;BANGUN DESA FARM;;;;
273;13272;PT. PEKSI FARM;;;;
274;13315;SIDORAHAYU FARM;;;;
275;17521;PT. ADIJAYA WAHANA SATWA;;;;
276;18387;PT. AMERTA JAYA SATWA;;;;
277;13266;HARYANTO FARM;;;;
278;19630;ARIYANTI;;;;
279;19046;GEMILANG FARM;;;;
280;13301;MUNCUL JAYA;;;;
281;13314;SAWUNG SETO B FARM;;;;
282;17858;SENTRA PULLET FARM;;;;
283;14491;DRH.FARM;;;;
284;13321;YOGYA FARM;;;;
285;13256;AAN SAPUTRA FARM;;;;
286;18290;BINTANG FARM;;;;
287;13296;JARWO (ADI FARM);;;;
288;13304;NUSANTARA FARM;;;;
289;13307;PUTRA FARM;;;;
290;13276;SENDANG MAKMUR FARM;;;;
291;13316;SINAR PERMATA FARM;;;;
292;19558;SAYAP MEKAR FARM;;;;
293;13270;MANGESTONI FARM;;;;
294;19334;ROSA FARM;;;;
295;19151;BAPAK TOTOK;;;;
296;14347;MAGATEK FARM;;;;
297;17132;SERBA SEHAT FARM;;;;
